country,name,longName,foundingDate,population,capital,largestCity,area
2857,Gingee Nayak,,,,Gingee For,,
2858,Germany,,1/30/1933,,,,
2859,Assyri,,,,Nineveh,,
2860,Assyri,,,,Nimrud,,
2861,Assyri,,,,Assur,,
2862,Assyri,,,,Dur-Sharrukin,,
2863,Assyri,,,,Harran,,
2864,,,,,Babylon,,
2865,Neo-Inca Stat,,,,"Vilcabamba, Peru",,
2866,Nepal,Federal Democratic Republic of Nep,1768-09-25,,Kathmandu,,56827mi
2867,Nepal,Federal Democratic Republic of Nep,1/15/2007,,Kathmandu,,56827mi
2868,Neresheim Abbey,,,,,,
2869,the Netherlands,therlands,1581-07-26,16971452,Amsterdam,,16033mi
2870,the Netherlands,therlands,1648-01-30,16971452,Amsterdam,,16033mi
2871,the Netherlands Antilles,,12/15/1954,,Willemstad,,
2872,,,,,,,
2873,Netherlands New Gui,,12/27/1949,,Jayapur,,
2874,Netherlands-Indonesian Unio,,12/27/1949,,Amsterdam,,
2875,Netherlands-Indonesian Unio,,12/27/1949,,Jakar,,
2876,,,,,,,
2877,,,,,Kostrzyn nad Odrą,,
2878,Moresnet,,1816-06-26,,Kelmis,,
2879,Nevis,State of Nevis,9/19/1983,,"Charlestown, Saint Kitts and Nevis",,35.9mi
2880,New Caledoni,w Caledoni,,,Noumé,,18576km
2881,New Franc,,1534-07-24,,Quebec City,,
2882,New Haven Colony,,,,,,
2883,New Hebrides,,,,,,
2884,New Kingdo,,,,Merneptah,,
2885,New Kingdo,,,,Pi-Ramesses,,
2886,New Kingdo,,,,"Memphis, Egy",,
2887,New Kingdo,,,,"Thebes, Egy",,
2888,New Kingdo,,,,Amarn,,
2889,New Kingdo,,,,Akhenaten,,
2890,New Granad,,,,,,
2891,New Kingdom of Leó,,,,Monterrey,,
2892,Nueva Navarr,,,,Arizpe,,
2893,New Netherland,,,,New Amsterdam,,
2894,New Spai,,,,Mexico City,,
2895,Queen Maud Land,"w Swabia, Queen Maud Land",1/14/1939,,,,
2896,Queen Maud Land,"w Swabia, Queen Maud Land",6/21/1957,,,,
2897,New Swed,,,,Fort Christin,,
2898,New Utopi,Principality of New Utopi,,,,,
2899,New Zealand,w Zealand,1856-05-07,4596700,Wellington,Auckland,103483mi
2900,New Zealand,w Zealand,9/26/1907,4596700,Wellington,Auckland,103483mi
2901,Newfoundland,,,,,,
2902,Ngô,,,,Cổ Loa Citade,,
2903,Ngoenyang,,,,,,
2904,Nguyễ,,1802-06-01,,Huế,,
2905,Nicaragu,Republic of Nicaragu,1850-07-25,,Managu,,50193mi
2906,Nicaragu,Republic of Nicaragu,1821-09-15,,Managu,,50193mi
2907,Nieder-Isenburg,,,,"Isenburg, Rhineland-Palatinate",,
2908,Niedermunster,,,,,,
2909,Nienburg Abbey,,,,,,
2910,New Republic,,,,Vryheid,,
2911,Niger,Republic of Niger,8/3/1960,,Niamey,Niam,489678mi
2912,Southern Nigeria Protectorat,,,,Akwa Ak,,
2913,Nigeri,Federal Republic of Nigeri,10/1/1960,182202000,Abuj,Lago,356667mi
2914,Byzantiu,,,,,,
2915,Nilambur,,,,Nilambur,,
2916,,,,500000,,Bakhdid,4197km
2917,Niu,iu,10/19/1974,1190,"Alofi, Niue",,260km
2918,Nizari Ismaili stat,,,,Alamut Castle,,
2919,Nobati,,,,Faras,,
2920,Nogai Hord,,,,Saray-Jük,,
2921,,,,,,,
2922,,,1220-07-27,,,,
2923,,,,25880000,,,
2924,,rdic countries,,26613758,,,3425804km
2925,Norfolk Island,Territory of Norfolk Island,,2210,"Kingston, Norfolk Island",Burnt Pin,13.3mi
2926,North Borneo,,,,Sandakan,,
2927,North Borneo,,,,Kota Kinabalu,,
2928,North Borneo Federatio,Federation of North Borneo Stat,,,Bandar Seri Begawan,,
2929,North Caucasian Emirat,,,,Vedeno,,
2930,North German Confederatio,,1867-04-16,,,,
2931,North Ingri,,1/23/1919,,,,
2932,North Kor,Democratic People's Republic of Kor,8/15/1945,24895000,Pyongyang,Pyongyan,46528mi
2933,North Sea Empir,,1016-10-18,,,,
2934,North Viet,,9/2/1945,,Hano,,
2935,North-Eastern Rhodesi,,1/29/1900,,Ch,,109000mi
2936,,,,,,,
2937,Northern Cyprus,Turkish Republic of Northern Cyprus,11/15/1983,313626,North Nicos,,1295mi
2938,H,,,,Taiyuan,,
2939,Northern Liang,,,,Dunhuang,,
2940,Northern Liang,,,,Jiuquan,,
2941,Northern Liang,,,,Zhangye,,
2942,Northern Liao,,,,,,
2943,Northern Mariana Islands,Commonwealth of the Northern Mariana Islands,,52344,"Capitol Hill, Saipan",,179mi
2944,Northern Nigeria Protectorat,,1/1/1900,,Zungeru,,
2945,Northern Qi,,0550-06-09,,Ye (ancient China),,
2946,,,3/15/1953,,Zungeru,Kano,
2947,,,3/15/1953,,Kadun,Kano,
2948,,,3/15/1953,,Lokoj,Kano,
2949,Northern Rhodesi,,4/1/1924,,"Livingstone, Zamb",,
2950,Northern Rhodesi,,4/1/1924,,Lusak,,
2951,Northern Wei,,0386-02-20,,Datong,,
2952,Northern Wei,,0386-02-20,,Hohho,,
2953,Northern Wei,,0386-02-20,,Luoyang,,
2954,Northern Wei,,0386-02-20,,Dai (Sixteen Kingdoms),,
2955,Northern Wei,,0386-02-20,,Chang'an,,
2956,Northern Y,,0407-09-15,,,,
2957,Northern Yu,,,,Yingchang,,
2958,Northern Yu,,,,Shangdu,,
2959,Northern Yu,,,,Karakorum,,
2960,Northern Zhou,,0557-02-15,,Chang'an,,
2961,Norway,Kingdom of Norway,4/9/1940,5214900,Oslo,,148718mi
2962,Norway,,1814-01-14,,Oslo,,
2963,Norway,,,,Bergen,,
2964,Norway,,,,Oslo,,
2965,Norway,,,,Trondheim,,
2966,Novgorod Republic,,,,Veliky Novgorod,,
2967,Novorossiy,vorossiy,5/22/2014,,,,
2968,Novorossiy,w Russi,5/22/2014,,,,
2969,,,,,,,
2970,New Santander,,,,"Jiménez, Tamaulipas",,
2971,Numidi,,,,Cir,,
2972,,,,,,,
2973,Nurmekund,,,,Pilistvere,,
2974,Nyasaland,,7/6/1907,,"Zomba, Malaw",,
2975,Ober Ost,,,,Königsberg,,
2976,Obermunster Abbey,,,,,,
2977,,,,,,,
2978,Jap,,8/28/1945,,Tokyo,,
2979,Mongoli,,,,Ulaanbaatar,,
2980,Falkland Islands,,4/2/1982,,"Stanley, Falkland Islands",,
2981,Gaza Strip,,,,Gaza City,,
2982,Occupation of Turkish Armeni,,,,"Van, Turkey",,
2983,Levant and Mesopotami,,,,,,
2984,Ochsenhausen Abbey,,,,,,
2985,Onattukar,,,,Mavelikkar,,
2986,Onattukar,,,,Kayamkulam,,
2987,Odess,,1/5/1918,,Odess,,
2988,,,0476-09-02,,Ravenn,,
2989,Thrac,,,,Seuthopolis,,
2990,,,,,,,
2991,,,,,,,
2992,,,,,,,
2993,Office International d'Hygiène Publiqu,,12/9/1907,,Paris,,
2994,Oghuz Stat,,,,Janken,,1500000km
2995,Ireland,,,,Ennis,,
2996,Assyri,,,,Assur,,
2997,Old Great Bulgari,,,,Phanagor,,
2998,Old Kingdo,,,,"Memphis, Egy",,
2999,Old Saxony,,,,,,
3000,Confederatio,,,,Tagsatzung,,
3001,O,Sultanate of O,,4298320,"Muscat, Oman","Muscat, Oman",119498mi
3002,O,,,,Nizw,,
3003,Ondo Kingdo,,,,Ondo City,,
3004,Atlantis Project,Operation Atlantis,,,,,
3005,Alpine Foothills,,,,Bolzano,,
3006,Orange Free Stat,,1854-02-17,,Bloemfontein,,
3007,Orange Colony,,10/6/1902,,Bloemfontein,,
3008,Orange River,,1848-02-03,,Bloemfontein,,
3009,,,4/16/1948,,,,
3010,,,9/30/1961,,,,
3011,,,3/20/1970,1000000000,,,10900000mi
3012,,,11/16/1997,1000000000,,,10900000mi
3013,Organisation for African Unity,,5/25/1963,,,,
3014,OIC,Organisation of Islamic Cooperati,9/25/1969,1600000000,,,
3015,,,8/1/1975,1229503230,,,50119801km
3016,Ossory,,,,Kilkenny,,
3017,Osro,,,,Edess,,
3018,Ostrogothic Kingdo,,,,Ravenn,,
3019,OWK,The Other World Kingd,6/1/1996,,,,
3020,Ottobeuren Abbey,,,,,,
3021,Ottoman Empir,,,,Constantinople,,
3022,Ottoman Empir,,,,Söğü,,
3023,Ottoman Empir,,,,Burs,,
3024,Ottoman Empir,,,,Edirne,,
3025,Ottoman Empir,,,,Istanbu,,
3026,Outer Schwyz,,,,,,
3027,,,,,,,119394km
3028,Oyo Empir,,,,Oyo Empire,,
3029,,,,206831371,,,
3030,,,,40000000,,,5390970mi
3031,Tabarist,,,,,,
3032,Pagan Dynasty,,0849-12-23,,Bagan,,
3033,,,,,Sumatr,,
3034,Ir,,12/15/1925,,Tehran,,
3035,Pakist,Islamic Republic of Pakist,12/29/1930,199085847,Islamabad,Karach,340509mi
3036,Pakist,Islamic Republic of Pakist,1/28/1933,199085847,Islamabad,Karach,340509mi
3037,Pal,,,,,,
3038,Pala dynasty,,,,Durjay,,
3039,Palas,,,,,,
3040,Palatinate-Lützelstei,,,,La Petite-Pierre,,
3041,Palatinate-Neuburg,,1505-07-30,,Neuburg an der Donau,,
3042,Palatinate-Simmern and Zweibrück,,,,Zweibrücken,,
3043,Palatinate-Zweibrücken-Vohenstrauss-Parkstei,,,,Vohenstrauß,,
3044,Palatine Zweibrück,,,,Zweibrücken,,
3045,Palau,Republic of Palau,7/18/1947,17948,Ngerulmud,Koro,179.75mi
3046,Palau,Republic of Palau,4/2/1979,17948,Ngerulmud,Koro,179.75mi
3047,Calais,,1346-08-26,,Calais,,
3048,Palesti,Palestinian National Authority,9/13/1993,4682467,Ramallah,Gaza ,
3049,Palestinian territories,Palestinian territories,,,,,2402mi
3050,Palisti,,,,Tell Tayin,,
3051,Pallav,,,,Kanchipuram,,
3052,Quilombo dos Palmares,,,,Braz,,
3053,Quilombo dos Palmares,,,,Alagoas,,
3054,Quilombo dos Palmares,,,,Serra da Barrig,,
3055,Palmyrene Empir,,,,Palmyr,,
3056,,,5/9/2015,,,,
3057,,,12/2/1902,,,,
3058,Pan Pan kingdo,,,,,,
3059,,Republic of P,1821-11-28,3929141,Panama City,Panama ,74177.3km
3060,,Republic of P,11/3/1903,3929141,Panama City,Panama ,74177.3km
3061,Panchala Kingdo,,,,Ahichatr,,
3062,Panchala Kingdo,,,,Kam,,
3063,Panchala Kingdo,,,,Ahichatr,,
3064,Pandyan Empir,,,,Kork,,
3065,Pandyan Empir,,,,Madur,,
3066,Pandyan Empir,,,,Tenkas,,
3067,Pandyan Empir,,,,Tirunelve,,
3068,Papal States,,,,Rome,,
3069,Pappenhei,,,,Pappenheim,,
3070,Papua New Gui,Independent State of Papua New Gui,7/1/1949,7059653,Port Moresby,Port Moresb,178703mi
3071,Papua New Gui,Independent State of Papua New Gui,9/16/1975,7059653,Port Moresby,Port Moresb,178703mi
3072,Paraguay,Republic of Paraguay,1811-05-14,7012433,Asunción,Asunción,406752km
3073,Paraguay,Republic of Paraguay,1811-05-15,7012433,Asunción,Asunción,406752km
3074,Paraguay,Republic of Paraguay,,6802000,Asunción,Asunción,406752km
3075,Paramara Kingdo,,,,Dhar,,
3076,,,,,,,
3077,Parthenopean Republic,,1799-01-21,,Naples,,
3078,Parthian Empir,,,,Ecbatan,,
3079,Parthian Empir,,,,Sus,,
3080,Parthian Empir,,,,Ctesiphon,,
3081,Parthian Empir,,,,"Qumis, Iran",,
3082,Parthian Empir,,,,"Nisa, Turkmenistan",,
3083,Parthian Empir,,,,Asaak,,
3084,Parthian Empir,,,,"Rey, Iran",,
3085,Berat,,,,Ber,,
3086,Scutari,,,,Shkodër,,
3087,,European Union candidate states,,,,,
3088,PEPSU,,,,,,
3089,Patani,,,,"Pattani, Thailand",,
3090,Pattin/Unqi,,,,Tell Tayin,,
3091,Pauravas,,,,Hastinapur,,
3092,Pecheneg Khanates,,,,,,
3093,Peloponnesian Senat,,1821-05-26,,"Tripoli, Greece",,
3094,Ethiopi,,2/22/1987,,Addis Abab,,
3095,Angol,,11/11/1975,,,,
3096,Beni,,10/26/1975,,Porto-Novo,,
3097,Bulgari,,9/15/1946,,,,
3098,Cambodi,,1/7/1979,,,,
3099,Cambodi,,5/1/1989,,,,
3100,Kampuch,,1/7/1979,,,,
3101,Kampuch,,5/1/1989,,,,
3102,Kor,,9/6/1945,,Seou,,
3103,Mozambiqu,,6/25/1975,,Maputo,,
3104,Congo,,,,Brazzaville,,
3105,Zanzibar,,1/12/1964,,,,
3106,Grenad,,3/13/1979,,"St. George's, Grenad",,
3107,Albani,,1/11/1946,,Tiran,,
3108,OIC Mission to EU,Permanent Observer Mission of the Organisation of Islamic Cooperation to the European Uni,6/25/2013,,,,
3109,Persian Armeni,,,,Dvin (ancient city),,
3110,Persian Armeni,,,,Yerevan,,
3111,Republic of Gil,,,,,,
3112,Peru,Republic of Peru,1821-07-28,31151643,Lim,Lim,496225mi
3113,Peru,Republic of Peru,1824-12-09,31151643,Lim,Lim,496225mi
3114,Peru–Bolivian Confederatio,,1836-10-28,,Tacn,,
3115,Itza Kingdo,,,,Nojpetén,,
3116,Peter I Island,Peter I Island,2/2/1929,,,,154km
3117,Peter I Island,Peter I Island,3/6/1931,,,,154km
3118,Petershaus,,,,Konstanz,,
3119,Pfafers Abbey,,,,,,
3120,,,1220-06-02,,,,
3121,Phagmodrup,,,,Nêdong Distr,,
3122,Phayao,,,,Phayao,,
3123,the Philippines,Republic of the Philippines,1898-06-12,,Man,Quezon ,
3124,the Philippines,Republic of the Philippines,3/24/1934,,Man,Quezon ,
3125,Philisti,,,,,,
3126,Phoenici,,,,Lebanon,,
3127,Phoenici,,,,Byblos,,
3128,Phoenici,,,,Carthage,,
3129,Phoenici,,,,"Tyre, Lebanon",,
3130,Pi,,,,Pizhou,,
3131,Pi,,,,Shandong,,
3132,Pi,,,,Tengzhou,,
3133,Pi,,,,Xuecheng Distr,,
3134,Piedmontese Republic,,1798-09-10,,,,
3135,Bihavelanc,,,,Grobiņ,,
3136,Pinya Kingdo,,1313-02-07,,Pinle,,
3137,Pinya Kingdo,,1313-02-07,,Piny,,
3138,Pitcairn Islands,Pitcair,,56,"Adamstown, Pitcairn Islands",,18.1mi
3139,Plymouth,,,,"Plymouth, Massachusetts",,
3140,Poland,Republic of Poland,0966-04-14,38483957,Warsaw,,120696mi
3141,Poland,Republic of Poland,1025-04-18,38483957,Warsaw,,120696mi
3142,Poland,Republic of Poland,4/8/1945,38483957,Warsaw,,120696mi
3143,Polish government-in-exil,,9/17/1939,,,,
3144,"Poland, Belarus, Ukrai",,1863-01-22,,Kiev,,
3145,"Poland, Belarus, Ukrai",,1863-01-22,,Vilnius,,
3146,"Poland, Belarus, Ukrai",,1863-01-22,,Warsaw,,
3147,Poland,,,,Łódź,,
3148,Poland,,,,Lublin,,
3149,Poland,,,,Warsaw,,
3150,Polskie Państwo Podzi,,9/17/1939,,,,
3151,Kingdom of Poland,,1569-07-01,,Kraków,,
3152,Kingdom of Poland,,1569-07-01,,Vilnius,,
3153,Kingdom of Poland,,1569-07-01,,Warsaw,,
3154,Greec,,3/10/1944,,Koryschades,,
3155,Pomeroo,,,,,,
3156,Pontianak Sultanat,,1771-10-23,,"Pontianak, Indones",,
3157,Portugal,Portuguese Republic,4/25/1974,10427301,Lisbon,,35603mi
3158,Portugal,,1139-07-25,,Lisbon,,
3159,Portugal,,1139-07-25,,Coimbr,,
3160,Angol,,,,Luand,,
3161,Cape Verd,,,,Pr,,
3162,Ceilão Português,,1597-05-27,,Colombo,,
3163,Portuguese Empir,Portuguese Empir,,,Lisbon,,
3164,Portuguese Gold Coast,,1482-01-21,,Elmina Castle,,
3165,Gui,,,,Bissau,,
3166,,,,,Lantau Island,,
3167,Portuguese Indi,,1505-08-15,,Panaj,,
3168,Macau,,,,Macau,,
3169,"Malacca, Portugues",,1511-08-15,,Malacca City,,
3170,Mozambiqu,,,,Maputo,,
3171,São Tomé and Príncip,,,,São Tomé,,
3172,Portuguese settlement in Chittagong,,,,Chittagong,,
3173,Portuguese Timor,,,,D,,
3174,Portuguese Timor,,,,Lifau,,
3175,Canton 10,Posavina Cant,6/12/1996,,Orašje,Odžak,125.5mi
3176,Republic of Ukrai,,,,Kiev,,
3177,Powys Fadog,,,,Glyndyfrdwy,,
3178,Powys Fadog,,,,Castell Dinas Brân,,
3179,Powys Wenwynwy,,,,Welshpoo,,
3180,,,,,,,
3181,Chil,,9/18/1925,,,,
3182,Transnistri,,,,Tiraspo,,
3183,Augsburg,,,,Augsburg,,
3184,Augsburg,,,,Dillingen an der Donau,,
3185,Bamberg,,,,Bamberg,,
3186,Basel,,,,,,
3187,Freising,,,,,,
3188,Lieg,,,,Liège,,
3189,Montenegro,,,,Cetinje,,
3190,Münster,,,,Münster,,
3191,"Osnabrück, Bishopric",,,,Osnabrück,,
3192,Paderbor,,,,Paderborn,,
3193,Strassburg,,,,,,
3194,Warmi,,,,Olsztyn,,
3195,Warmi,,,,Lidzbark Warmińsk,,
3196,Ermland/Latin: Warmi,,,,Olsztyn,,
3197,Ermland/Latin: Warmi,,,,Lidzbark Warmińsk,,
3198,Abkhazi,,,,,,
3199,Ach,,,,Andravid,,
3200,Ach,,,,Mystras,,
3201,Albani,,2/21/1914,,Durrës,,
3202,Albani,,,,Durrës,,
3203,Anhalt,,,,Dessau,,
3204,Anhalt-Aschersleb,,,,Aschersleben,,
3205,Anhalt-Dornburg,,,,,,
3206,Anhalt-Plötzkau,,,,,,
3207,Anhalt-Zerbst,,,,Zerbs,,
3208,Ansbach,,1398-01-21,,Ansbach,,
3209,Antioch,,,,Antioch,,
3210,Arbano,,,,Krujë,,
3211,Aschaffenburg,,,,Aschaffenburg,,
3212,Auersperg,,1663-09-18,,"Tengen, Germany",,
3213,Bayreuth,,1398-01-21,,Bayreuth,,
3214,Bayreuth,,1398-01-21,,Kulmbach,,
3215,Bidach,,1570-10-21,,Bidache,,
3216,Brunswick-Wolfenbüttel,,,,,,
3217,Bulgari,,1878-07-13,,Sof,,
3218,Bulgari,,1878-07-13,,Veliko Tarnovo,,
3219,Calenberg,,,,Hanover,,
3220,Cataloni,,,,Barcelon,,
3221,Principality of Chernigov,,,,Chernihiv,,
3222,Drutsk,,,,Drutsk,,
3223,Dukagjini,,,,Lezhë,,
3224,Elb,,1814-04-13,,,,
3225,Erfurt,,1807-08-04,,Erfur,,
3226,Fargh,,,,Ahsike,,
3227,Freedoni,Principality of Freedoni,,,,,
3228,Fürstenberg,,,,Fürstenberg Castle (Hüfingen),,
3229,Galil,,,,Tiberias,,
3230,,,,,Gjirokastër,,
3231,Götting,,,,Göttingen,,
3232,Grubenhag,,,,Herzberg am Harz,,
3233,Grubenhag,,,,Einbeck,,
3234,Guri,,,,Ozurge,,
3235,"Hamshen, Hemshi",,,,Hemşin,,
3236,Gyula/Kende of the Hungarians,,,,Esztergom,,
3237,Gyula/Kende of the Hungarians,,,,Székesfehérvár,,
3238,PHR,Principality of Hutt River,4/21/1970,,Nein,,75km
3239,Iberi,,,,Uplistsikhe,,
3240,Iberi,,,,Tbilis,,
3241,Iberi,,,,Ardanuç,,
3242,Jersik,,,,,,
3243,Kastrioti,,,,Krujë,,
3244,"Khamsa, Artsakh, Melikdom of Karabakh",,,,"Hasanriz, Karabakh",,
3245,"Khamsa, Artsakh, Melikdom of Karabakh",,,,Seyidbəy,,
3246,"Khamsa, Artsakh, Melikdom of Karabakh",,,,Kalbajar Distr,,
3247,Khuttal,,,,,,
3248,,,,,Kiev,,
3249,Koknes,,,,,,
3250,Ley,,,,Hohengeroldseck,,
3251,Lichtenberg,,,,Sankt Wende,,
3252,Lipp,,,,Detmold,,
3253,Principality of Lower Pannoni,,,,Zalavár,,
3254,Principality of Lower Pannoni,,,,Blatengrad,,
3255,Principality of Lower Pannoni,,,,Urbs Paludarum,,
3256,Lucc,,1805-06-23,,Lu,,
3257,Principality of Lüneburg,,,,Celle,,
3258,Principality of Lüneburg,,,,Lüneburg,,
3259,Mingreli,,,,Zugdid,,
3260,Minsk,,,,Minsk,,
3261,Montenegro,,1852-03-13,,Cetinje,,
3262,Principality of Muro,,,,Murom,,
3263,Nassau-Orange-Fuld,,,,,,
3264,Principality of Novgorod-Seversk,,,,Novhorod-Siversky,,
3265,Orang,,,,"Orange, Vaucluse",,108mi
3266,Orange-Nassau,,,,"Diez, Germany",,
3267,Old Baldy,Grand Principality of Outer Baldoni,,,,,0.016km
3268,Principality of Pereyaslavl,,,,Pereiaslav-Khmelnytsky,,
3269,Piombino,,,,Piombino,,
3270,,,,,,,
3271,Polotsk,,,,Polotsk,,
3272,Principality of Ponte Corvo,,1806-08-28,,Pontecorvo,,
3273,Ratzeburg,,,,,,
3274,Regensburg,,1803-04-27,,Regensburg,,
3275,Reuss-Ger,,1806-04-09,,Ger,,
3276,Reuss-Greiz,,1778-05-12,,Greiz,,
3277,Rugi,,,,Charenz,,
3278,Rugi,,,,Rugard,,
3279,Ryaz,,,,Ryazan,,
3280,Ryaz,,,,Murom,,
3281,Sal,,,,"Bocholt, Germany",,
3282,Samos,,,,"Vathy, Samos",,
3283,Samos,,,,"Chora, Samos",,
3284,Schaumburg-Lipp,,,,Bückeburg,,
3285,Sealand,Principality of Sealand,9/2/1967,,,,0.025km
3286,Seborg,Principality of Sebor,,,Seborg,,14km
3287,Serbi,,,,Belgrade,,
3288,Serbi,,,,Gornja Crnuć,,
3289,Serbi,,,,Kragujev,,
3290,Serbian Principality,,,,Stari Ras,,
3291,Smolensk,,,,Smolensk,,
3292,Stavelot-Malmedy,,,,Stavelo,,
3293,Taranto,,,,Taranto,,
3294,Theodoro,,,,Mangu,,
3295,Transylvani,,,,Alba Iu,,
3296,Transylvani,,,,Sibiu,,
3297,Trinidad,,,,,,
3298,Trubetsk,,,,Trubchevsk,,
3299,Turov and Pinsk,,,,"Turov, Belarus",,
3300,Principality of Tver,,,,Tver,,
3301,Principality of Upper Hungary,,1682-11-19,,Košice,,
3302,Ushrus,,,,Bunjikath,,
3303,Valo,,,,Alban,,
3304,Valo,,,,Vlorë,,
3305,Vitebsk,,,,Vitebsk,,
3306,Volhyni,,,,Volodymyr-Volynsky,,
3307,Wales,,,,Abergwyngregyn,,
3308,,Principality of Wy,11/15/2004,,,,0.0007km
3309,Principality of Yaroslavl,,,,Yaroslav,,
3310,Papal States,,1870-09-20,,Vatican City,,
3311,Prome Kingdo,,,,Pyay,,
3312,Bohemia and Moravi,,3/15/1939,,Prague,,
3313,South Arabi,,1/18/1963,,,,
3314,Avalo,,,,Ferryland,,
3315,Avalo,,,,Newfoundland (island),,
3316,,Province of Bumbu,3/29/1976,,,,0.04km
3317,Canad,,1841-02-10,,"Kingston, Ontario",,
3318,Canad,,1841-02-10,,Montre,,
3319,Canad,,1841-02-10,,Ottaw,,
3320,Canad,,1841-02-10,,Toronto,,
3321,Canad,,1841-02-10,,Quebec City,,
3322,Caroli,,,,South Carolin,,
3323,Caroli,,,,"History of Charleston, South Carolin",,
3324,Georgia Colony,,,,"Savannah, Georg",,
3325,Maryland,,,,"Annapolis, Maryland",,
3326,Maryland,,,,"St. Mary's City, Maryland",,
3327,Massachusetts,,,,Boston,,
3328,New Hampshir,,,,"Exeter, New Hampshire",,
3329,New Hampshir,,,,"Portsmouth, New Hampshire",,
3330,New Jersey,,,,"Elizabeth, New Jersey",,
3331,New Jersey,,,,"Perth Amboy, New Jersey",,
3332,New Jersey,,,,"Burlington, New Jersey",,
3333,New York,,1664-08-28,,New York City,,
3334,North Caroli,,,,"Edenton, North Carolin",,
3335,North Caroli,,,,"New Bern, North Carolin",,
3336,North Caroli,,,,"Bath, North Carolin",,
3337,North Caroli,,,,"Brunswick Town, North Carolin",,
3338,Pennsylvani,,1681-03-04,,Philadelph,,
3339,Canad,,1763-10-07,,Quebec City,,
3340,South Caroli,,,,"Charleston, South Carolin",,
3341,Mainland,,,,Panama City,,
3342,Mainland,,,,Santa María la Antigua del Darién,,
3343,,,,,,,
3344,Provincias Internas,,,,Durango City,,
3345,Provincias Internas,,,,Monterrey,,
3346,Provincias Internas,,,,Arizpe,,
3347,South Osseti,Provisional Administration of South Osseti,,,Tbilis,,
3348,South Osseti,Provisional Administration of South Osseti,,,Kurta (village),,
3349,Provisional All-Russian Government,,11/3/1918,,Omsk,,
3350,Communist Greec,,12/24/1947,,Gramos,,
3351,Provisional Government,,4/17/1971,,Meherpur Distr,,
3352,Hawaii,,1893-01-17,,Honolulu,,
3353,Provisional Government of Mexico,,1823-04-01,,Mexico City,,
3354,PGNUNSC,,7/11/1994,,Pailin Province,,
3355,Oregon Country,,1843-05-02,,"Oregon City, Oregon",,
3356,Métis Provisional Government,,1885-03-19,,"Batoche, Saskatchewan",,
3357,Provisional Government of the Algerian Republic,,9/19/1958,,Algiers,,
3358,Franc,,6/3/1944,,Algiers,,
3359,Franc,,6/3/1944,,De jure,,
3360,Chi,,12/14/1937,,Beijing,,
3361,Provisional Government of the Republic of Kor,,4/11/1919,,Seou,,
3362,Independent Government of Western Thrac,,8/31/1913,,Komotin,,
3363,Mugh,,8/1/1918,,Lankaran,,
3364,Southwestern Caucasus,,12/1/1918,,Kars,,
3365,North Kor,,2/8/1946,,Pyongyang,,
3366,Provisional Priamurye Government,,5/27/1921,,Vladivostok,,
3367,Provisional Revolutionary Government,,6/8/1969,,Ho Chi Minh City,,
3368,Provisional Revolutionary Government,,6/8/1969,,Tây Ninh,,
3369,Provisional Siberian Government,,,,Omsk,,
3370,Provisional Siberian Government,,,,Vladivostok,,
3371,Prufening Abbey,,,,,,
3372,Prum Abbey,,,,,,
3373,Prussi,,1525-04-10,,Königsberg,,
3374,Prussi,,1525-04-10,,Berlin,,
3375,Pskov Republic,,,,Pskov,,
3376,Ptolemaic Kingdo,,,,Alexandr,,
3377,Pudukkottai,,,,Pudukko,,
3378,Puerto Rico,Commonwealth of Puerto Ric,1898-12-10,3474182,"San Juan, Puerto Rico",,3515mi
3379,Puerto Rico,Commonwealth of Puerto Ric,3/2/1917,3474182,"San Juan, Puerto Rico",,3515mi
3380,Puntland,Puntland Goverment,8/1/1998,4284633,Garoowe,Bosaso,82050mi
3381,Pyu City States,,,,"Hanlin, Burm",,
3382,Pyu City States,,,,Pyu city-states,,
3383,Qajar dynasty,,,,Tehran,,
3384,Qara Khitai,,,,Balasagun,,
3385,Tabarist,,,,,,
3386,Qasi,,,,Kasimov,,
3387,Qatar,State of Qatar,1878-12-18,2423175,Doh,Doh,4467.6mi
3388,Qatar,State of Qatar,9/1/1971,2423175,Doh,Doh,4467.6mi
3389,Qi,,,,"Qi County, Kaifeng",,
3390,Qi,,,,Fengxiang County,,
3391,Qi,,,,Ancient Linz,,
3392,Qi,,,,"Li County, Gansu",,
3393,Qi,,,,Xianyang,,
3394,Qin dynasty,,,,Xianyang,,
3395,Qing dynasty,,,,Beijing,,
3396,Qu,,,,Dangyang,,
3397,Quedlinburg,,,,Quedlinburg,,
3398,Queen Maud Land,Queen Maud Land,1/19/1939,,,,2700000km
3399,Queen Maud Land,Queen Maud Land,1/14/1939,,,,2700000km
3400,Norway,,2/1/1942,,Oslo,,
3401,Qutb Shahi,,,,Golkond,,
3402,Qutb Shahi,,,,Hyderabad,,
3403,Quwê,,,,Adan,,
3404,QwaQw,,11/1/1974,,Phuthaditjhab,,
3405,,,,,,,
3406,Churräti,,,,Chur,,
3407,Rai Empir,,,,Aror,,
3408,Rajahnate of Butu,,1001-03-17,,Butuan,,
3409,Kaharian ng Butu,,1001-03-17,,Butuan,,
3410,Rajahnate of Cebu,,,,Cebu City,,
3411,Ramadanids,,,,Adan,,
3412,Ramnad estat,,,,,,
3413,,,,,Ye (ancient China),,
3414,,,,,,,
3415,,,0632-06-08,,Kuf,,
